idx,text,label
856,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,1
857,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,1
858,They will pick up and drop in car.so no problem..,1
859,Still chance there. If you search hard you will get it..let have a try :),1
860,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",1
861,Going to take your babe out ?,1
862,Guessin you ain't gonna be here before 9?,1
863,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",1
864,Well. Balls. Time to make calls,1
865,Hello! Good week? Fancy a drink or something later?,1
866,Yes :)it completely in out of form:)clark also utter waste.,1
867,"I am in tirupur da, once you started from office call me.",1
868,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,1
869,Was it something u ate?,1
870,I anything lor.,1
871,Ok lor thanx... Ü in school?,1
872,Ugh hopefully the asus ppl dont randomly do a reformat.,1
873,I have many dependents,1
874,I am on the way to ur home,1
875,Ok try to do week end course in coimbatore.,1
876,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),1
877,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",1
878,You sure your neighbors didnt pick it up,1
879,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,1
880,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",1
881,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,1
882,Do u hav any frnd by name ashwini in ur college?,1
883,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,1
884,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),1
885,Ok...,1
886,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",1
887,If you have belive me. Come to my home.,1
888,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,1
889,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",1
890,Go chase after her and run her over while she's crossing the street,1
891,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,1
892,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,0
893,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,1
894,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,1
895,Ok i vl..do u know i got adsense approved..,1
896,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,1
897,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",1
898,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,1
899,I'm reaching home in 5 min.,1
900,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,0
901,U studying in sch or going home? Anyway i'll b going 2 sch later.,1
902,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,0
903,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,1
904,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",1
905,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,1
906,I've reached home n i bathe liao... U can call me now...,1
907,What type of stuff do you sing?,1
908,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,1
909,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",0
910,I am joining today formally.Pls keep praying.will talk later.,1
911,No problem. How are you doing?,1
912,Are you available for soiree on June 3rd?,1
913,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,0
914,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,0
915,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,1
916,She's fine. Sends her greetings,1
917,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,1
918,Got it..mail panren paru..,1
919,Ya very nice. . .be ready on thursday,1
920,"Sorry sir, i will call you tomorrow.  senthil.hsbc",1
921,Watching tv now. I got new job :),1
922,You have 1 new voicemail. Please call 08719181503,0
923,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,1
924,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,1
925,Why don't you wait 'til at least wednesday to see if you get your .,1
926,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,1
927,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",1
928,No da. . Vijay going to talk in jaya tv,1
929,What's your room number again? Wanna make sure I'm knocking on the right door,1
930,"I'm a guy, browsin is compulsory",1
931,All will come alive.better correct any good looking figure there itself..,1
932,"I'd say that's a good sign but, well, you know my track record at reading women",1
933,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,0
934,Ok.ok ok..then..whats ur todays plan,1
935,"A few people are at the game, I'm at the mall with iouri and kaila",1
936,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,1
937,Shall call now dear having food,1
938,Except theres a chick with huge boobs.,1
939,Okey dokey swashbuckling stuff what oh.,1
940,Honey boo I'm missing u.,1
941,I want to go to perumbavoor,1
942,Dhoni have luck to win some big title.so we will win:),1
943,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,0
944,Shall i ask one thing if you dont mistake me.,1
945,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,0
946,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,1
947,We still on for tonight?,1
948,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,1
949,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,1
950,Hi kindly give us back our documents which we submitted for loan from STAPATI,1
951,I am sorry it hurt you.,1
952,"Didn't try, g and I decided not to head out",1
953,Nah dub but je still buff,1
954,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",1
955,Hi happy birthday. Hi hi hi hi hi hi hi,1
956,Why tired what special there you had,1
957,Yes princess! I want to make you happy...,1
958,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,1
959,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,1
960,Do have a nice day today. I love you so dearly.,1
961,Take us out shopping and Mark will distract Isaiah.=D,1
962,I'm done oredi...,1
963,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,1
964,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,1
965,"Hm good morning, headache anyone? :-)",1
966,Wife.how she knew the time of murder exactly,1
967,Thinkin about someone is all good. No drugs for that,1
968,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",1
969,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,0
970,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,1
971,Have you been practising your curtsey?,1
972,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",1
973,on hen night. Going with a swing,1
974,Also are you bringing galileo or dobby,1
975,Compliments to you. Was away from the system. How your side.,1
976,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,0
977,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",1
978,"This is one of the days you have a billion classes, right?",1
979,I only haf msn. It's yijue@hotmail.com,1
980,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,1
981,Please leave this topic..sorry for telling that..,1
982,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,0
983,To day class is there are no class.,1
984,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",1
985,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,1
986,Oh k.k..where did you take test?,1
987,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,1
988,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",1
989,I re-met alex nichols from middle school and it turns out he's dealing!,1
990,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",1
991,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",0
992,Ok. No wahala. Just remember that a friend in need ...,1
993,Ugh. Gotta drive back to sd from la. My butt is sore.,1
994,"Alright if you're sure, let me know when you're leaving",1
995,K go and sleep well. Take rest:-).,1
996,No break time one... How... I come out n get my stuff fr ü?,1
997,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",1
998,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,0
999,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,0
1000,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,1
1001,Tell them no need to investigate about me anywhere.,1
1002,"""Hi darlin did youPhone me? Im atHome if youwanna chat.""",1
1003,So ü'll be submitting da project tmr rite?,1
1004,I will take care of financial problem.i will help:),1
1005,"And how you will do that, princess? :)",1
1006,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,1
1007,Where do you need to go to get it?,1
1008,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",0
1009,Happy new year. Hope you are having a good semester,1
1010,"yeah, that's what I was thinking",1
1011,At 4. Let's go to bill millers,1
1012,I think its far more than that but find out. Check google maps for a place from your dorm.,1
1013,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,0
1014,"Could you not read me, my Love ? I answered you",1
1015,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,1
1016,Also hi wesley how've you been,1
1017,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,0
1018,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,1
1019,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,1
1020,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,1
1021,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",1
1022,Pls send me your address sir.,1
1023,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,1
1024,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,1
1025,Yup i thk so until e shop closes lor.,1
1026,Is ur paper in e morn or aft tmr?,1
1027,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,1
1028,"Haha better late than ever, any way I could swing by?",1
1029,Die... Now i have e toot fringe again...,1
1030,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,1
1031,LOL ... Have you made plans for new years?,1
1032,"Ya ok, then had dinner?",1
1033,"By the way, 'rencontre' is to meet again. Mountains dont....",1
1034,R ü going 4 today's meeting?,1
1035,He says hi and to get your ass back to south tampa (preferably at a kegger),1
1036,I am in bus on the way to calicut,1
1037,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",0
1038,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,1
1039,Then get some cash together and I'll text jason,1
1040,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,1
1041,Ambrith..madurai..met u in arun dha marrge..remembr?,1
1042,Will be out of class in a few hours. Sorry,1
1043,Well I might not come then...,1
1044,I cant pick the phone right now. Pls send a message,1
1045,Old Orchard near univ. How about you?,1
1046,What happen dear tell me,1
1047,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",1
1048,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),1
1049,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",0
1050,Smith waste da.i wanna gayle.,1
1051,Don't necessarily expect it to be done before you get back though because I'm just now headin out,1
1052,I will treasure every moment we spend together...,1
1053,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,1
1054,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,0
1055,I dont know exactly could you ask chechi.,1
1056,Yavnt tried yet and never played original either,1
1057,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",1
1058,Yup ok...,1
1059,Ffffffffff. Alright no way I can meet up with you sooner?,1
1060,You can never do NOTHING,1
1061,No problem. Talk to you later,1
1062,Remind me how to get there and I shall do so,1
1063,Going for dinner.msg you after.,1
1064,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,1
1065,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",0
1066,I jokin oni lar.. Ü busy then i wun disturb ü.,1
1067,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,1
1068,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,0
1069,Ok. Very good. Its all about making that money.,1
1070,Thanx...,1
1071,That's cause your old. I live to be high.,1
1072,What time is ur flight tmr?,1
1073,Ü log off 4 wat. It's sdryb8i,1
1074,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,1
1075,Huh i cant thk of more oredi how many pages do we have?,1
1076,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,0
1077,How long does it take to get it.,1
1078,I send the print  outs da.,1
1079,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",1
1080,Que pases un buen tiempo or something like that,1
1081,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,1
1082,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",1
1083,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",1
1084,Am only searching for good dual sim mobile pa.,1
1085,I havent add ü yet right.. ,1
1086,Its normally hot mail. Com you see!,1
1087,"Haha awesome, I've been to 4u a couple times. Who all's coming?",1
1088,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",0
1089,Every day i use to sleep after  &lt;#&gt;  so only.,1
1090,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,1
1091,Sorry i din lock my keypad.,1
1092,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0
1093,K. Did you call me just now ah? ,1
1094,Enjoy ur life. . Good night,1
1095,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,0
1096,But i'm surprised she still can guess right lor...,1
1097,Havent shopping now lor i juz arrive only,1
1098,Can ü call me at 10:10 to make sure dat i've woken up...,1
1099,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",1
1100,I dunno lei... Like dun haf...,1
1101,You all ready for * big day tomorrow?,1
1102,Prepare to be pleasured :),1
1103,Yes.i'm in office da:),1
1104,Raviyog Peripherals bhayandar east,1
1105,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,0
1106,Yup i'm free...,1
1107,Yes baby! We can study all the positions of the kama sutra ;),1
1108,I called but no one pick up e phone. I ask both of them already they said ok.,1
1109,Come to medical college at 7pm ......forward it da,1
1110,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.""",1
1111,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,0
1112,Having lunch:)you are not in online?why?,1
1113,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,1
1114,"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT""",1
1115,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",0
1116,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,1
1117,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",1
1118,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,1
1119,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",1
1120,Din i tell u jus now 420,1
1121,Same. Wana plan a trip sometme then,1
1122,"Alright we're hooked up, where you guys at",1
1123,"Yo, any way we could pick something up tonight?",1
1124,Do we have any spare power supplies,1
1125,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,1
1126,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,1
1127,Dai i downloaded but there is only exe file which i can only run that exe after installing.,1
1128,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,0
1129,Okie,1
1130,I can ask around but there's not a lot in terms of mids up here,1
1131,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,1
1132,No dear i do have free messages without any recharge. Hi hi hi,1
1133,How much are we getting?,1
1134,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,0
1135,Yes... I trust u to buy new stuff ASAP so I can try it out,1
1136,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,1
1137,Ball is moving a lot.will spin in last :)so very difficult to bat:),1
1138,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,1
1139,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",1
1140,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,1
1141,Dear how you. Are you ok?,1
1142,Are you angry with me. What happen dear,1
1143,Surely result will offer:),1
1144,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,0
1145,No no. I will check all rooms befor activities,1
1146,I cant pick the phone right now. Pls send a message,1
1147,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,1
1148,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,1
1149,"Yeah sure, give me a couple minutes to track down my wallet",1
1150,I'm home. Doc gave me pain meds says everything is fine.,1
1151,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",0
1152,"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",1
1153,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,1
1154,Okie.. Thanx..,1
1155,This weekend is fine (an excuse not to do too much decorating),1
1156,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,1
1157,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,0
1158,Send me your resume:-),1
1159,What pa tell me.. I went to bath:-),1
1160,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,1
1161,Merry christmas to u too annie!,1
1162,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,1
1163,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),1
1164,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,0
1165,Tell where you reached,1
1166,Thats cool. i am a gentleman and will treat you with dignity and respect.,1
1167,it's really getting me down just hanging around.,1
1168,"Gosh that , what a pain. Spose I better come then.",1
1169,Hope you are not scared!,1
1170,Dont think so. It turns off like randomlly within 5min of opening,1
1171,Pls speak with me. I wont ask anything other then you friendship.,1
1172,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",1
1173,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,1
1174,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,1
1175,You call times job today ok umma and ask them to speed up,1
1176,"Sure, whenever you show the fuck up &gt;:(",1
1177,Thts god's gift for birds as humans hav some natural gift frm god..,1
1178,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,1
1179,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",0
1180,I wont. So wat's wit the guys,1
1181,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",1
1182,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",1
1183,"Not yet chikku..going to room nw, i'm in bus..",1
1184,Hi.:)technical support.providing assistance to us customer through call and email:),1
1185,I wait 4 ü inside da car park...,1
1186,Just nw i came to hme da..,1
1187,Mathews or tait or edwards or anderson,1
1188,Gettin rdy to ship comp,1
1189,You were supposed to wake ME up &gt;:(,1
1190,"Dad wanted to talk about the apartment so I got a late start, omw now",1
1191,"Sorry, I'll call later",1
1192,We can go 4 e normal pilates after our intro...  ,1
1193,Hahaha..use your brain dear,1
1194,Jay's getting really impatient and belligerent,1
1195,But i dint slept in afternoon.,1
1196,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",0
1197,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",1
1198,You'd like that wouldn't you? Jerk!,1
1199,You still around? I could use a half-8th,1
1200,Im good! I have been thinking about you...,1
1201,At home also.,1
1202,K.i will send in  &lt;#&gt;  min:),1
1203,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0
1204,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,1
1205,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,1
1206,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,1
1207,And several to you sir.,1
1208,At what time are you coming.,1
1209,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",0
1210,"Lol, oh you got a friend for the dog ?",1
1211,Even my brother is not like to speak with me. They treat me like aids patent.,1
1212,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",1
1213,K...k:)why cant you come here and search job:),1
1214,Captain is in our room:),1
1215,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",1
1216,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0
1217,I pocked you up there before,1
1218,"Sir, waiting for your letter.",1
1219,Any way where are you and what doing.,1
1220,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,0
1221,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,0
1222,U buy newspapers already?,1
1223,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",1
1224,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",1
1225,No. On the way home. So if not for the long dry spell the season would have been over,1
1226,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,0
1227,Anything lor but toa payoh got place 2 walk meh...,1
