idx,text,label,category
680,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,0,ambiguous
681,You should get more chicken broth if you want ramen unless there's some I don't know about,1,ambiguous
682,Oh Howda gud gud.. Mathe en samachara chikku:-),1,easy
683,Ok.,1,none
684,Just send a text. We'll skype later.,1,ambiguous
685,Hi good mornin.. Thanku wish u d same..,1,easy
686,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",0,ambiguous
687,Yo come over carlos will be here soon,1,easy
688,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,1,easy
689,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",1,easy
690,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,0,ambiguous
691,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,0,ambiguous
692,"Aight, I'll text you when I'm back",1,easy
693,Happy birthday... May u find ur prince charming soon n dun work too hard...,1,easy
694,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",1,none
695,Maybe i could get book out tomo then return it immediately ..? Or something.,1,easy
696,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,0,ambiguous
697,K...k...yesterday i was in cbe .,1,easy
698,I love to wine and dine my lady!,1,easy
699,K... Must book a not huh? so going for yoga basic on sunday?,1,none
700,I will be gentle princess! We will make sweet gentle love...,1,ambiguous
701,Am also doing in cbe only. But have to pay.,1,easy
702,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,1,easy
703,Msg me when rajini comes.,1,none
704,No need for the drug anymore.,1,easy
705,So lets make it saturday or monday as per convenience.,1,ambiguous
706,K come to nordstrom when you're done,1,none
707,Yes i have. So that's why u texted. Pshew...missing you so much,1,none
708,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,1,easy
709,Okie,1,ambiguous
710,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,1,easy
711,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,1,easy
712,What time do u get out?,1,none
713,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,1,none
714,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,1,easy
715,"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX""",1,easy
716,Ok. C u then.,1,easy
717,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,0,ambiguous
718,Sat right? Okay thanks... ,1,easy
719,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",1,none
720,Thanks for this hope you had a good day today,1,none
721,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,1,none
722,Just haven't decided where yet eh ?,1,easy
723,Hmmm.still we dont have opener?,1,none
724,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",0,ambiguous
725,"Probably not, still going over some stuff here",1,none
726,I HAVE A DATE ON SUNDAY WITH WILL!!,1,none
727,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,0,ambiguous
728,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,0,ambiguous
729,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",1,none
730,Kothi print out marandratha.,1,ambiguous
731,Arun can u transfr me d amt,1,easy
732,I asked you to call him now ok,1,easy
733,Ringtone Club: Gr8 new polys direct to your mobile every week !,0,ambiguous
734,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",1,easy
735,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,1,ambiguous
736,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,1,none
737,Okie,1,ambiguous
738,Did u see what I posted on your Facebook?,1,ambiguous
739,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,1,none
740,Lmao you know me so well...,1,easy
741,Ok.ok ok..then..whats ur todays plan,1,easy
742,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,1,none
743,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,0,ambiguous
744,Go fool dont cheat others ok,1,none
745,That's my honeymoon outfit. :),1,ambiguous
746,Thought praps you meant another one. Goodo! I'll look tomorrow ,1,easy
747,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,1,none
748,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,1,ambiguous
749,Ü still attending da talks?,1,none
750,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",1,easy
751,I've reached sch already...,1,none
752,Should i send you naughty pix? :),1,ambiguous
753,Just got outta class gonna go gym.,1,easy
754,I think i've fixed it can you send a test message?,1,ambiguous
755,Oh for fuck's sake she's in like tallahassee,1,easy
756,Your brother is a genius,1,ambiguous
757,Give me a sec to think think about it,1,none
758,Does uncle timi help in clearing cars,1,none
759,Its ok my arm is feeling weak cuz i got a shot so we can go another time,1,easy
760,I'm meeting Darren...,1,ambiguous
761,LOL that would be awesome payback.,1,easy
762,No message..no responce..what happend?,1,easy
763,"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""",1,none
764,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,1,easy
765,I think just yourself …Thanks and see you tomo,1,easy
766,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,1,none
767,No..few hours before.went to hair cut .,1,easy
768,Hi. Hope you had a good day. Have a better night.,1,ambiguous
769,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,1,none
770,"How about clothes, jewelry, and trips?",1,ambiguous
771,From 5 to 2 only my work timing.,1,ambiguous
772,Prakesh is there know.,1,ambiguous
773,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,1,easy
774,So that means you still think of teju,1,none
775,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",1,none
776,In e msg jus now. U said thanks for gift.,1,easy
777,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,1,none
778,"Sorry, I'll call later",1,none
779,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",1,none
780,"Alright, see you in a bit",1,none
781,Hi.what you think about match?,1,none
782,Thanks for loving me so. You rock,1,easy
783,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,0,ambiguous
784,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,0,ambiguous
785,No that just means you have a fat head,1,ambiguous
786,LOL what happens in Vegas stays in vegas,1,none
787,Yup ü not comin :-(,1,easy
788,Free any day but i finish at 6 on mon n thurs...,1,none
789,S...i will take mokka players only:),1,easy
790,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,1,none
791,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",1,ambiguous
792,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,1,ambiguous
793,We currently have a message awaiting your collection. To collect your message just call 08718723815.,0,ambiguous
794,Where are you ? You said you would be here when I woke ... :-(,1,easy
795,Hey morning what you come to ask:-) pa...,1,easy
796,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",1,none
797,Wish u many many returns of the day.. Happy birthday vikky..,1,easy
798,Come by our room at some point so we can iron out the plan for this weekend,1,none
799,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,1,ambiguous
800,Ard 6 like dat lor.,1,easy
801,Aaooooright are you at work?,1,none
802,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,1,none
803,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,1,hard
804,I called and said all to him:)then he have to choose this future.,1,easy
805,Probably gonna swing by in a wee bit,1,ambiguous
806,"I can. But it will tell quite long, cos i haven't finish my film yet...",1,easy
807,Great. P diddy is my neighbor and comes for toothpaste every morning,1,none
808,Meeting u is my work. . . Tel me when shall i do my work tomorrow,1,easy
809,You do got a shitload of diamonds though,1,none
810,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,0,ambiguous
811,Dont kick coco when he's down,1,ambiguous
812,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",0,ambiguous
813,Reverse is cheating. That is not mathematics.,1,ambiguous
814,I guess it is useless calling u 4 something important.,1,none
815,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,1,none
816,Eat at old airport road... But now 630 oredi... Got a lot of pple...,1,easy
817,Ugh my leg hurts. Musta overdid it on mon.,1,easy
818,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",1,none
819,Good words.... But words may leave u in dismay many times.,1,none
820,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,1,none
821,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",1,none
822,Fuck cedar key and fuck her (come over anyway tho),1,easy
823,Watching tv lor...,1,none
824,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,1,none
825,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,0,ambiguous
826,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",0,ambiguous
827,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),0,ambiguous
828,"Sorry, I'll call later",1,none
829,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",1,none
830,U GOIN OUT 2NITE?,1,easy
831,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,1,easy
832,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,0,ambiguous
833,Stupid.its not possible,1,none
834,K tell me anything about you.,1,easy
835,Should I head straight there or what,1,easy
836,what are your new years plans?,1,none
837,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,0,ambiguous
838,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",1,easy
839,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,1,ambiguous
840,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,0,ambiguous
841,I dont have i shall buy one dear,1,none
842,Ok. There may be a free gym about.,1,none
843,"And that's fine, I got enough bud to last most of the night at least",1,none
844,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",1,easy
845,Thanx a lot 4 ur help!,1,easy
846,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,1,none
847,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,1,hard
848,"Sorry, I'll call later in meeting",1,easy
849,Well i will watch shrek in 3D!!B),1,easy
850,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,1,easy
851,Wat ü doing now?,1,none
852,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,1,ambiguous
853,"I av a new number,  . Wil u only use this one,ta.",1,easy
854,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",1,easy
855,Beerage?,1,ambiguous
856,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,1,ambiguous
857,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,1,ambiguous
858,They will pick up and drop in car.so no problem..,1,easy
859,Still chance there. If you search hard you will get it..let have a try :),1,none
860,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",1,none
861,Going to take your babe out ?,1,easy
862,Guessin you ain't gonna be here before 9?,1,easy
863,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",1,none
864,Well. Balls. Time to make calls,1,none
865,Hello! Good week? Fancy a drink or something later?,1,none
866,Yes :)it completely in out of form:)clark also utter waste.,1,none
867,"I am in tirupur da, once you started from office call me.",1,easy
868,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,1,none
869,Was it something u ate?,1,none
870,I anything lor.,1,easy
871,Ok lor thanx... Ü in school?,1,easy
872,Ugh hopefully the asus ppl dont randomly do a reformat.,1,easy
873,I have many dependents,1,ambiguous
874,I am on the way to ur home,1,none
875,Ok try to do week end course in coimbatore.,1,none
876,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),1,easy
877,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",1,easy
878,You sure your neighbors didnt pick it up,1,easy
879,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,1,none
880,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",1,none
881,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,1,none
882,Do u hav any frnd by name ashwini in ur college?,1,easy
883,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,1,none
884,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),1,ambiguous
885,Ok...,1,none
886,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",1,ambiguous
887,If you have belive me. Come to my home.,1,easy
888,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,1,easy
889,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",1,none
890,Go chase after her and run her over while she's crossing the street,1,ambiguous
891,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,1,ambiguous
892,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,0,ambiguous
893,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,1,easy
894,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,1,ambiguous
895,Ok i vl..do u know i got adsense approved..,1,none
896,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,1,easy
897,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",1,easy
898,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,1,none
899,I'm reaching home in 5 min.,1,hard
900,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,0,ambiguous
901,U studying in sch or going home? Anyway i'll b going 2 sch later.,1,easy
902,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,0,ambiguous
903,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,1,none
904,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",1,none
905,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,1,easy
906,I've reached home n i bathe liao... U can call me now...,1,easy
907,What type of stuff do you sing?,1,ambiguous
908,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,1,ambiguous
909,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",0,ambiguous
910,I am joining today formally.Pls keep praying.will talk later.,1,easy
911,No problem. How are you doing?,1,easy
912,Are you available for soiree on June 3rd?,1,ambiguous
913,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,0,ambiguous
914,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,0,ambiguous
915,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,1,none
916,She's fine. Sends her greetings,1,none
917,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,1,none
918,Got it..mail panren paru..,1,none
919,Ya very nice. . .be ready on thursday,1,ambiguous
920,"Sorry sir, i will call you tomorrow.  senthil.hsbc",1,easy
921,Watching tv now. I got new job :),1,easy
922,You have 1 new voicemail. Please call 08719181503,0,ambiguous
923,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,1,none
924,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,1,ambiguous
925,Why don't you wait 'til at least wednesday to see if you get your .,1,easy
926,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,1,none
927,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",1,easy
928,No da. . Vijay going to talk in jaya tv,1,easy
929,What's your room number again? Wanna make sure I'm knocking on the right door,1,none
930,"I'm a guy, browsin is compulsory",1,hard
931,All will come alive.better correct any good looking figure there itself..,1,none
932,"I'd say that's a good sign but, well, you know my track record at reading women",1,easy
933,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,0,ambiguous
934,Ok.ok ok..then..whats ur todays plan,1,easy
935,"A few people are at the game, I'm at the mall with iouri and kaila",1,easy
936,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,1,easy
937,Shall call now dear having food,1,ambiguous
938,Except theres a chick with huge boobs.,1,ambiguous
939,Okey dokey swashbuckling stuff what oh.,1,none
940,Honey boo I'm missing u.,1,easy
941,I want to go to perumbavoor,1,easy
942,Dhoni have luck to win some big title.so we will win:),1,easy
943,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,0,ambiguous
944,Shall i ask one thing if you dont mistake me.,1,easy
945,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,0,ambiguous
946,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,1,ambiguous
947,We still on for tonight?,1,none
948,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,1,easy
949,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,1,ambiguous
950,Hi kindly give us back our documents which we submitted for loan from STAPATI,1,ambiguous
951,I am sorry it hurt you.,1,none
952,"Didn't try, g and I decided not to head out",1,easy
953,Nah dub but je still buff,1,none
954,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",1,easy
955,Hi happy birthday. Hi hi hi hi hi hi hi,1,none
956,Why tired what special there you had,1,easy
957,Yes princess! I want to make you happy...,1,none
958,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,1,easy
959,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,1,none
960,Do have a nice day today. I love you so dearly.,1,easy
961,Take us out shopping and Mark will distract Isaiah.=D,1,easy
962,I'm done oredi...,1,easy
963,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,1,ambiguous
964,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,1,none
965,"Hm good morning, headache anyone? :-)",1,none
966,Wife.how she knew the time of murder exactly,1,ambiguous
967,Thinkin about someone is all good. No drugs for that,1,none
968,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",1,easy
969,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,0,ambiguous
970,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,1,none
971,Have you been practising your curtsey?,1,ambiguous
972,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",1,ambiguous
973,on hen night. Going with a swing,1,ambiguous
974,Also are you bringing galileo or dobby,1,none
975,Compliments to you. Was away from the system. How your side.,1,ambiguous
976,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,0,ambiguous
977,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",1,easy
978,"This is one of the days you have a billion classes, right?",1,ambiguous
979,I only haf msn. It's yijue@hotmail.com,1,none
980,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,1,easy
981,Please leave this topic..sorry for telling that..,1,ambiguous
982,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,0,ambiguous
983,To day class is there are no class.,1,none
984,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",1,none
985,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,1,ambiguous
986,Oh k.k..where did you take test?,1,easy
987,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,1,ambiguous
988,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",1,ambiguous
989,I re-met alex nichols from middle school and it turns out he's dealing!,1,easy
990,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",1,none
991,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",0,ambiguous
992,Ok. No wahala. Just remember that a friend in need ...,1,easy
993,Ugh. Gotta drive back to sd from la. My butt is sore.,1,easy
994,"Alright if you're sure, let me know when you're leaving",1,none
995,K go and sleep well. Take rest:-).,1,easy
996,No break time one... How... I come out n get my stuff fr ü?,1,easy
997,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",1,easy
998,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,0,ambiguous
999,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,0,ambiguous
1000,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,1,none
1001,Tell them no need to investigate about me anywhere.,1,none
1002,"""Hi darlin did youPhone me? Im atHome if youwanna chat.""",1,none
1003,So ü'll be submitting da project tmr rite?,1,none
1004,I will take care of financial problem.i will help:),1,none
1005,"And how you will do that, princess? :)",1,easy
1006,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,1,ambiguous
1007,Where do you need to go to get it?,1,ambiguous
1008,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",0,ambiguous
1009,Happy new year. Hope you are having a good semester,1,none
1010,"yeah, that's what I was thinking",1,none
1011,At 4. Let's go to bill millers,1,ambiguous
1012,I think its far more than that but find out. Check google maps for a place from your dorm.,1,none
1013,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,0,ambiguous
1014,"Could you not read me, my Love ? I answered you",1,none
1015,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,1,none
1016,Also hi wesley how've you been,1,easy
1017,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,0,ambiguous
1018,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,1,easy
1019,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,1,none
1020,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,1,easy
1021,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",1,hard
1022,Pls send me your address sir.,1,ambiguous
1023,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,1,ambiguous
1024,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,1,ambiguous
1025,Yup i thk so until e shop closes lor.,1,easy
